Country,City/region,Period,Host,Overview,year
Equatorial Guinea,"Sal, Malabo, Nairobi, Dar es Salaam, Lusaca, Pretoria and Johannesburg",de 02 a 09 de julho,Host," - [Sal]
 - Partida para a Ilha do Sal
 - Chegada à Ilha do Sal
 - Sessão de abertura da Cúpula Brasil - Comunidade Econômica dos Estados da África Ocidental (Cedeao)
 - Foto oficial
 - Sessão de trabalho
 - Cerimônia de encerramento e adoção da Declaração Conjunta Brasil - Cedeao
 - Declaração à imprensa
 - Almoço dos chefes de Estado e de Governo
 - Encontro com o presidente de Cabo Verde, Pedro Pires
 - Encontro com o primeiro-ministro de Cabo Verde, José Brito
 - Entrevista coletiva
 - [Malabo]
 - Partida para Malabo
 - Chegada a Malabo
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da Guiné Equatorial, Obiang Nguema Mbasogo
 - Cerimônia de assinatura de atos
 - Almoço em homenagem ao Presidente da República
 - Partida para Nairóbi/Quênia
 - Chegada a Nairóbi
 - [Nairobi]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente do Quênia, Mwai Kibaki
 - Reunião ampliada com o presidente do Quênia, Mwai Kibaki
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Sessão de encerramento do Seminário Empresarial Brasil-Quênia
 - Almoço oferecido ao presidente da República, Luiz Inácio Lula da Silva
 - Partida para Dar es Salaam
 - Chegada a Dar es Salaam
 - [Dar es Salaam]
 - Entrevista para documentário sobre o programa Cozinha Brasil-Sesi
 - Cerimônia de abertura do Encontro Empresarial Brasil-Tanzânia
 - Visita à Feira Internacional de Comércio de Dar es Salaam
 - Reunião privada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Reunião ampliada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Almoço  em  homenagem  ao  presidente  da  República,  Luiz  Inácio  Lula  da  Silva, oferecido pelo presidente da Tanzânia, Jakaya  Mrisho Kikwete
 - Partida para Lusaca
 - [Lusaka]
 - Chegada a Lusaca
 - Jantar oferecido pelo presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro privado com o presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro ampliado entre as comitivas brasileira e zambiana
 - Cerimônia de assinatura de atos
 - Cerimônia de condecoração
 - Declaração à imprensa
 - Cerimônia de encerramento do Seminário Empresarial  Brasil-Zâmbia
 - Partida para Pretória/África do Sul
 - [Johannesburg]
 - Chegada a Pretória
 - Cerimônia de início da jornada para a Copa do Mundo da Fifa  Brasil 2014
 - [Pretoria]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da África do Sul, Jacob Zuma
 - Reunião ampliada com o presidente da África do Sul, Jacob Zuma
 - Cerimônia de assinatura de atos
 - Entrevista coletiva
 - Deslocamento para o Freedom Park, em Johannesburgo
 - [Johannesburg]
 - Visita ao Freedom Park
 - Encerramento do Fórum Empresarial Brasil-África do Sul
 - Visita à Casa Brasil
 - Cerimônia de lançamento da Campanha Internacional Turística para o Brasil 2014
 - Deslocamento para o Presidential Guesthouse, em Pretória
 - [Pretoria]
 - Jantar oferecido pelo presidente da África do Sul, Jacob Zuma",2010
Kenya,"Sal, Malabo, Nairobi, Dar es Salaam, Lusaca, Pretoria and Johannesburg",de 02 a 09 de julho,Host," - [Sal]
 - Partida para a Ilha do Sal
 - Chegada à Ilha do Sal
 - Sessão de abertura da Cúpula Brasil - Comunidade Econômica dos Estados da África Ocidental (Cedeao)
 - Foto oficial
 - Sessão de trabalho
 - Cerimônia de encerramento e adoção da Declaração Conjunta Brasil - Cedeao
 - Declaração à imprensa
 - Almoço dos chefes de Estado e de Governo
 - Encontro com o presidente de Cabo Verde, Pedro Pires
 - Encontro com o primeiro-ministro de Cabo Verde, José Brito
 - Entrevista coletiva
 - [Malabo]
 - Partida para Malabo
 - Chegada a Malabo
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da Guiné Equatorial, Obiang Nguema Mbasogo
 - Cerimônia de assinatura de atos
 - Almoço em homenagem ao Presidente da República
 - Partida para Nairóbi/Quênia
 - Chegada a Nairóbi
 - [Nairobi]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente do Quênia, Mwai Kibaki
 - Reunião ampliada com o presidente do Quênia, Mwai Kibaki
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Sessão de encerramento do Seminário Empresarial Brasil-Quênia
 - Almoço oferecido ao presidente da República, Luiz Inácio Lula da Silva
 - Partida para Dar es Salaam
 - Chegada a Dar es Salaam
 - [Dar es Salaam]
 - Entrevista para documentário sobre o programa Cozinha Brasil-Sesi
 - Cerimônia de abertura do Encontro Empresarial Brasil-Tanzânia
 - Visita à Feira Internacional de Comércio de Dar es Salaam
 - Reunião privada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Reunião ampliada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Almoço  em  homenagem  ao  presidente  da  República,  Luiz  Inácio  Lula  da  Silva, oferecido pelo presidente da Tanzânia, Jakaya  Mrisho Kikwete
 - Partida para Lusaca
 - [Lusaka]
 - Chegada a Lusaca
 - Jantar oferecido pelo presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro privado com o presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro ampliado entre as comitivas brasileira e zambiana
 - Cerimônia de assinatura de atos
 - Cerimônia de condecoração
 - Declaração à imprensa
 - Cerimônia de encerramento do Seminário Empresarial  Brasil-Zâmbia
 - Partida para Pretória/África do Sul
 - [Johannesburg]
 - Chegada a Pretória
 - Cerimônia de início da jornada para a Copa do Mundo da Fifa  Brasil 2014
 - [Pretoria]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da África do Sul, Jacob Zuma
 - Reunião ampliada com o presidente da África do Sul, Jacob Zuma
 - Cerimônia de assinatura de atos
 - Entrevista coletiva
 - Deslocamento para o Freedom Park, em Johannesburgo
 - [Johannesburg]
 - Visita ao Freedom Park
 - Encerramento do Fórum Empresarial Brasil-África do Sul
 - Visita à Casa Brasil
 - Cerimônia de lançamento da Campanha Internacional Turística para o Brasil 2014
 - Deslocamento para o Presidential Guesthouse, em Pretória
 - [Pretoria]
 - Jantar oferecido pelo presidente da África do Sul, Jacob Zuma",2010
Tanzania,"Sal, Malabo, Nairobi, Dar es Salaam, Lusaca, Pretoria and Johannesburg",de 02 a 09 de julho,Host," - [Sal]
 - Partida para a Ilha do Sal
 - Chegada à Ilha do Sal
 - Sessão de abertura da Cúpula Brasil - Comunidade Econômica dos Estados da África Ocidental (Cedeao)
 - Foto oficial
 - Sessão de trabalho
 - Cerimônia de encerramento e adoção da Declaração Conjunta Brasil - Cedeao
 - Declaração à imprensa
 - Almoço dos chefes de Estado e de Governo
 - Encontro com o presidente de Cabo Verde, Pedro Pires
 - Encontro com o primeiro-ministro de Cabo Verde, José Brito
 - Entrevista coletiva
 - [Malabo]
 - Partida para Malabo
 - Chegada a Malabo
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da Guiné Equatorial, Obiang Nguema Mbasogo
 - Cerimônia de assinatura de atos
 - Almoço em homenagem ao Presidente da República
 - Partida para Nairóbi/Quênia
 - Chegada a Nairóbi
 - [Nairobi]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente do Quênia, Mwai Kibaki
 - Reunião ampliada com o presidente do Quênia, Mwai Kibaki
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Sessão de encerramento do Seminário Empresarial Brasil-Quênia
 - Almoço oferecido ao presidente da República, Luiz Inácio Lula da Silva
 - Partida para Dar es Salaam
 - Chegada a Dar es Salaam
 - [Dar es Salaam]
 - Entrevista para documentário sobre o programa Cozinha Brasil-Sesi
 - Cerimônia de abertura do Encontro Empresarial Brasil-Tanzânia
 - Visita à Feira Internacional de Comércio de Dar es Salaam
 - Reunião privada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Reunião ampliada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Almoço  em  homenagem  ao  presidente  da  República,  Luiz  Inácio  Lula  da  Silva, oferecido pelo presidente da Tanzânia, Jakaya  Mrisho Kikwete
 - Partida para Lusaca
 - [Lusaka]
 - Chegada a Lusaca
 - Jantar oferecido pelo presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro privado com o presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro ampliado entre as comitivas brasileira e zambiana
 - Cerimônia de assinatura de atos
 - Cerimônia de condecoração
 - Declaração à imprensa
 - Cerimônia de encerramento do Seminário Empresarial  Brasil-Zâmbia
 - Partida para Pretória/África do Sul
 - [Johannesburg]
 - Chegada a Pretória
 - Cerimônia de início da jornada para a Copa do Mundo da Fifa  Brasil 2014
 - [Pretoria]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da África do Sul, Jacob Zuma
 - Reunião ampliada com o presidente da África do Sul, Jacob Zuma
 - Cerimônia de assinatura de atos
 - Entrevista coletiva
 - Deslocamento para o Freedom Park, em Johannesburgo
 - [Johannesburg]
 - Visita ao Freedom Park
 - Encerramento do Fórum Empresarial Brasil-África do Sul
 - Visita à Casa Brasil
 - Cerimônia de lançamento da Campanha Internacional Turística para o Brasil 2014
 - Deslocamento para o Presidential Guesthouse, em Pretória
 - [Pretoria]
 - Jantar oferecido pelo presidente da África do Sul, Jacob Zuma",2010
Zambia,"Sal, Malabo, Nairobi, Dar es Salaam, Lusaca, Pretoria and Johannesburg",de 02 a 09 de julho,Host," - [Sal]
 - Partida para a Ilha do Sal
 - Chegada à Ilha do Sal
 - Sessão de abertura da Cúpula Brasil - Comunidade Econômica dos Estados da África Ocidental (Cedeao)
 - Foto oficial
 - Sessão de trabalho
 - Cerimônia de encerramento e adoção da Declaração Conjunta Brasil - Cedeao
 - Declaração à imprensa
 - Almoço dos chefes de Estado e de Governo
 - Encontro com o presidente de Cabo Verde, Pedro Pires
 - Encontro com o primeiro-ministro de Cabo Verde, José Brito
 - Entrevista coletiva
 - [Malabo]
 - Partida para Malabo
 - Chegada a Malabo
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da Guiné Equatorial, Obiang Nguema Mbasogo
 - Cerimônia de assinatura de atos
 - Almoço em homenagem ao Presidente da República
 - Partida para Nairóbi/Quênia
 - Chegada a Nairóbi
 - [Nairobi]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente do Quênia, Mwai Kibaki
 - Reunião ampliada com o presidente do Quênia, Mwai Kibaki
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Sessão de encerramento do Seminário Empresarial Brasil-Quênia
 - Almoço oferecido ao presidente da República, Luiz Inácio Lula da Silva
 - Partida para Dar es Salaam
 - Chegada a Dar es Salaam
 - [Dar es Salaam]
 - Entrevista para documentário sobre o programa Cozinha Brasil-Sesi
 - Cerimônia de abertura do Encontro Empresarial Brasil-Tanzânia
 - Visita à Feira Internacional de Comércio de Dar es Salaam
 - Reunião privada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Reunião ampliada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Almoço  em  homenagem  ao  presidente  da  República,  Luiz  Inácio  Lula  da  Silva, oferecido pelo presidente da Tanzânia, Jakaya  Mrisho Kikwete
 - Partida para Lusaca
 - [Lusaka]
 - Chegada a Lusaca
 - Jantar oferecido pelo presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro privado com o presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro ampliado entre as comitivas brasileira e zambiana
 - Cerimônia de assinatura de atos
 - Cerimônia de condecoração
 - Declaração à imprensa
 - Cerimônia de encerramento do Seminário Empresarial  Brasil-Zâmbia
 - Partida para Pretória/África do Sul
 - [Johannesburg]
 - Chegada a Pretória
 - Cerimônia de início da jornada para a Copa do Mundo da Fifa  Brasil 2014
 - [Pretoria]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da África do Sul, Jacob Zuma
 - Reunião ampliada com o presidente da África do Sul, Jacob Zuma
 - Cerimônia de assinatura de atos
 - Entrevista coletiva
 - Deslocamento para o Freedom Park, em Johannesburgo
 - [Johannesburg]
 - Visita ao Freedom Park
 - Encerramento do Fórum Empresarial Brasil-África do Sul
 - Visita à Casa Brasil
 - Cerimônia de lançamento da Campanha Internacional Turística para o Brasil 2014
 - Deslocamento para o Presidential Guesthouse, em Pretória
 - [Pretoria]
 - Jantar oferecido pelo presidente da África do Sul, Jacob Zuma",2010
South Africa,"Sal, Malabo, Nairobi, Dar es Salaam, Lusaca, Pretoria and Johannesburg",de 02 a 09 de julho,Host," - [Sal]
 - Partida para a Ilha do Sal
 - Chegada à Ilha do Sal
 - Sessão de abertura da Cúpula Brasil - Comunidade Econômica dos Estados da África Ocidental (Cedeao)
 - Foto oficial
 - Sessão de trabalho
 - Cerimônia de encerramento e adoção da Declaração Conjunta Brasil - Cedeao
 - Declaração à imprensa
 - Almoço dos chefes de Estado e de Governo
 - Encontro com o presidente de Cabo Verde, Pedro Pires
 - Encontro com o primeiro-ministro de Cabo Verde, José Brito
 - Entrevista coletiva
 - [Malabo]
 - Partida para Malabo
 - Chegada a Malabo
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da Guiné Equatorial, Obiang Nguema Mbasogo
 - Cerimônia de assinatura de atos
 - Almoço em homenagem ao Presidente da República
 - Partida para Nairóbi/Quênia
 - Chegada a Nairóbi
 - [Nairobi]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente do Quênia, Mwai Kibaki
 - Reunião ampliada com o presidente do Quênia, Mwai Kibaki
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Sessão de encerramento do Seminário Empresarial Brasil-Quênia
 - Almoço oferecido ao presidente da República, Luiz Inácio Lula da Silva
 - Partida para Dar es Salaam
 - Chegada a Dar es Salaam
 - [Dar es Salaam]
 - Entrevista para documentário sobre o programa Cozinha Brasil-Sesi
 - Cerimônia de abertura do Encontro Empresarial Brasil-Tanzânia
 - Visita à Feira Internacional de Comércio de Dar es Salaam
 - Reunião privada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Reunião ampliada com o presidente da Tanzânia, Jakaya Mrisho Kikwete
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - Almoço  em  homenagem  ao  presidente  da  República,  Luiz  Inácio  Lula  da  Silva, oferecido pelo presidente da Tanzânia, Jakaya  Mrisho Kikwete
 - Partida para Lusaca
 - [Lusaka]
 - Chegada a Lusaca
 - Jantar oferecido pelo presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro privado com o presidente da Zâmbia, Rupiah Bwezani Banda
 - Encontro ampliado entre as comitivas brasileira e zambiana
 - Cerimônia de assinatura de atos
 - Cerimônia de condecoração
 - Declaração à imprensa
 - Cerimônia de encerramento do Seminário Empresarial  Brasil-Zâmbia
 - Partida para Pretória/África do Sul
 - [Johannesburg]
 - Chegada a Pretória
 - Cerimônia de início da jornada para a Copa do Mundo da Fifa  Brasil 2014
 - [Pretoria]
 - Cerimônia oficial de chegada
 - Encontro privado com o presidente da África do Sul, Jacob Zuma
 - Reunião ampliada com o presidente da África do Sul, Jacob Zuma
 - Cerimônia de assinatura de atos
 - Entrevista coletiva
 - Deslocamento para o Freedom Park, em Johannesburgo
 - [Johannesburg]
 - Visita ao Freedom Park
 - Encerramento do Fórum Empresarial Brasil-África do Sul
 - Visita à Casa Brasil
 - Cerimônia de lançamento da Campanha Internacional Turística para o Brasil 2014
 - Deslocamento para o Presidential Guesthouse, em Pretória
 - [Pretoria]
 - Jantar oferecido pelo presidente da África do Sul, Jacob Zuma",2010
Uruguay,Rivera and Assuncion,30 de julho,Host," - [Rivera]
 - Descerramento  de  placas  alusivas  ao  encontro  de  fronteira  entre  o  presidente  Luiz Inácio Lula da Silva e o presidente do Uruguai, José Mujica
 - Reunião ampliada com o presidente do Uruguai, José Mujica
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - [Asuncion]
 - Encontro com o presidente do Paraguai, Fernando Lugo
 - Visita às obras de terraplanagem da subestação de Villa Hayes da linha de transmissão de Itaipu
 - Coletiva de imprensa
 - Visita ao local da futura fábrica de Cimentos Yguazú",2010
Paraguay,Rivera and Assuncion,30 de julho,Host," - [Rivera]
 - Descerramento  de  placas  alusivas  ao  encontro  de  fronteira  entre  o  presidente  Luiz Inácio Lula da Silva e o presidente do Uruguai, José Mujica
 - Reunião ampliada com o presidente do Uruguai, José Mujica
 - Cerimônia de assinatura de atos
 - Declaração à imprensa
 - [Asuncion]
 - Encontro com o presidente do Paraguai, Fernando Lugo
 - Visita às obras de terraplanagem da subestação de Villa Hayes da linha de transmissão de Itaipu
 - Coletiva de imprensa
 - Visita ao local da futura fábrica de Cimentos Yguazú",2010
Argentina,San Juan,02 e 03 de agosto,Host," - Partida para San Juan
 - Chegada a San Juan
 - Sessão de abertura da XXXIX Reunião de Cúpula do Mercosul e sessão de trabalho
 - Foto oficial
 - Almoço privado
 - Encontro com a presidente da Argentina, Cristina Kirchner",2010
Venezuela,Caracas and Bogota,06 e 07 de agosto,Host," - [Caracas]
 - Participação na reunião de instalação da Secretaria da Cúpula América do Sul - África
 - Reunião privada
 - Reunião ampliada
 - Cerimônia de assinatura de atos
 - Partida para Bogotá
 - [Bogota]
 - Chegada a Bogotá
 - Jantar em homenagem aos chefes de Estado e Governo, oferecido pelo presidente da Colômbia, Álvaro Uribe, e senhora Lina Moreno de Uribe
 - [Bogota]
 - Cerimônia de posse do presidente da Colômbia, Juan Manuel Santos Calderón
 - Cerimônia  de  cumprimentos  ao  presidente  da  Colômbia,  Juan  Manuel  Santos Calderón, e senhora María Clemencia Rodríguez",2010
Colombia,Caracas and Bogota,06 e 07 de agosto,Host," - [Caracas]
 - Participação na reunião de instalação da Secretaria da Cúpula América do Sul - África
 - Reunião privada
 - Reunião ampliada
 - Cerimônia de assinatura de atos
 - Partida para Bogotá
 - [Bogota]
 - Chegada a Bogotá
 - Jantar em homenagem aos chefes de Estado e Governo, oferecido pelo presidente da Colômbia, Álvaro Uribe, e senhora Lina Moreno de Uribe
 - [Bogota]
 - Cerimônia de posse do presidente da Colômbia, Juan Manuel Santos Calderón
 - Cerimônia  de  cumprimentos  ao  presidente  da  Colômbia,  Juan  Manuel  Santos Calderón, e senhora María Clemencia Rodríguez",2010
Argentina,Buenos Aires,28 de outubro,Host," - Velório do ex-presidente da Argentina, Néstor Kirchner",2010
Mozambique,Maputo,08 a 10 de novembro,Host," - Partida para Maputo
 - Chegada a Maputo
 - Visita às instalações do Instituto Nacional de Educação a Distância (INED)
 - Aula inaugural por ocasião da instalação do Polo da Universidade Aberta do Brasil, no INED
 - Almoço privado
 - Encontro com empresários brasileiros que atuam em Moçambique
 - Encontro com o presidente de Moçambique, Armando Guebuza
 - Assinatura de atos
 - Jantar oficial em homenagem ao Presidente da República, oferecido pelo presidente de Moçambique, Armando Guebuza Chegada a Seul Reunião com o presidente da Coreia do Sul, Lee Myung-bak Encontro com a imprensa Jantar de trabalho dos chefes de Estado e de Governo do G-20
 - Visita às instalações da futura fábrica de antirretrovirais
 - Cerimônia alusiva à visita às instalações da futura fábrica de antirretrovirais
 - Partida para Seul, Coreia do Sul",2010
South Korea,Seoul,11 e 12 de novembro,Host," - Almoço de trabalho
 - Sessão Plenária Final - Divulgação do Comunicado da Reunião do G20 em Seul
 - Partida para São Paulo (SP)",2010
Guyana,Georgetown,25 e 26 de novembro,Host," - Partida para Georgetown
 - Chegada a Georgetown
 - Cerimônia de condecoração concedida pelo governo da Guiana Centro Cultural I Sessão Plenária do G20 II Sessão Plenária do G20 Foto oficial dos chefes de Estado e de Governo do G20 III Sessão Plenária do G20 IV Sessão Plenária do G20
 - Nacional, - Homestretch Avenue, s/nº
 - Apresentação cultural
 - Recepção em homenagem ao presidente da República, Luiz Inácio Lula da Silva Jantar oficial oferecido pelo presidente da Guiana, Bharrat Jagdeo, aos Chefes de Estado e de Governo da União das Nações Sul-Americanas (Unasul) Sessão de abertura da IV Cúpula de Chefes de Estado e de Governo da União das Nações Sul Americanas (Unasul)
 - Entrevista à Rede Record
 - Foto oficial
 - Sessão privada de trabalho
 - Partida para Manaus (AM)",2010
Argentina,Mar del Plata,03 e 04 de dezembro,Host," - Chegada a Mar del Plata
 - Encontro com o presidente do México, Felipe Calderón
 - Encontro com o rei da Espanha, Juan Carlos
 - Sessão inaugural da XX Cúpula Ibero-Americana Inauguração da exposição “200x200 - Rostos Ibero-Americanos” do fotógrafo argentino Daniel Mordzinski, seguida de  apresentação da Orquestra Juvenil Ibero- Americana Jantar oferecido pela presidente da Argentina, Cristina Kirchner, aos chefes de Estado e de Governo e convidados especiais
 - Sessão em homenagem ao ex-presidente da Argentina Néstor  Kirchner e I Sessão Plenária da XX Cúpula Ibero-Americana
 - Partida para São Paulo (SP)",2010
