Country,City/region,Period,Host,Overview,year
Italy,Rome and L'Aquila,08 a 10 de julho,Host,"

-  [Rome]
-  Despachos internos
-  Audiência a sindicalistas italianos
-   Entrevista à imprensa
 - L’Aquila (Itália)
-  Encontro com o Presidente do México, Felipe Calderón
-   Fotografia oficial com líderes do G-5
-  Reunião de líderes do G-5
-  Declaração dos líderes do G-5 à imprensa
-  Jantar oferecido pelo Presidente do México, Felipe Calderón, aos líderes do G-5
 - L’Aquila (Itália)
-  Encontro com a Chanceler da Alemanha, Angela Merkel
-  Encontro com o Presidente dos Estados Unidos, Barack Obama
-  Sessão plenária sobre Desenvolvimento com líderes do G-8, G-5 e Egito
-  Almoço  de  trabalho:  “Fontes  futuras  de  crescimento  no  período  pós-crise"",  com  a presença dos líderes do G-8, G-5, Egito e representantes da Organização das Nações
 - Unidas (ONU), Fundo Monetário Internacional (FMI), Banco Mundial, Organização para a  Cooperação  e  Desenvolvimento  Econômico  (OCDE)  e  Agência  Internacional  de
 - Energia Atômica (AIEA)
-  Representantes do ""Junior-8""
-  Reunião sobre Comércio Internacional, com líderes do G-8, G-5, Austrália, Coréia do
 - Sul, Dinamarca, Indonésia e representantes da Organização Mundial do Comércio
-  Reunião:""Foro de grandes economias"", com líderes do G-8, G-5, Austrália, Coréia do
 - Sul, Dinamarca, Indonésia e representantes da ONU
-  Encontro com o Primeiro-Ministro do Japão, Taro Aso
-  Encontro com o Presidente da Itália, Giorgio Napolitano
-  Conferência de imprensa
-  Jantar oferecido pelo Presidente da Itália, Giorgio Napolitano
-  Encontro com o Primeiro-Ministro da Austrália, Kevin Rudd
-  Encontro com o Primeiro-Ministro da Suécia, Fredrik Reinfeldt
-  Sessão  plenária  sobre  Segurança  Alimentar  com  líderes  do  G-8,  G-5,  África  do  Sul,
 - Angola,  Argélia,  Austrália,  Coréia  do  Sul,  Dinamarca,  Egito,  Espanha,  Etiópia,
 - Indonésia,  Líbia,  Nigéria,  Países  Baixos,  Senegal,  Turquia  e  representantes  da
 - Organização  Mundial  do  Comércio  (OMC),  Organização  das  Nações  Unidas  para
 - Agricultura  e  Alimentação  (FAO),  Fundo  Internacional  de  Desenvolvimento  Agrícola (FIDA) e Programa Mundial de Alimentos (PMA)
-   Fotografia oficial
-   Conferência de imprensa
",2009
Paraguay,Asuncion,24 e 25 de julho,Host,"
-   XXXVII Cúpula do Mercosul
-   Conferência de imprensa
-  Almoço oferecido aos chefes de Estado pelo Presidente do Paraguai, Fernando Lugo
-   Comunicado conjunto sobre investimentos brasileiros no Paraguai
-   Jantar oferecido pelo Presidente do Paraguai, Fernando Lugo
-  Reunião privada com o Presidente do Paraguai, Fernando Lugo
-  Reunião ampliada
-  Cerimônia de assinatura de atos
-  Conferência de imprensa",2009
Ecuador,Quito,09 e 10 de agosto,Host,"
-  Partida para Quito
-  Cerimônia de abertura da 3ª Reunião Ordinária do Conselho de Chefes de Estado e de
 - Governo da União de Nações Sul-Americanas (Unasul)
-  Cerimônia de posse do Presidente da República do Equador, Rafael Correa",2009
Bolivia,Chimoré,22 de agosto,Host,"
-  Partida para Cochabamba/Bolívia
-  Chegada a Cochabamba
-  Partida para Chimoré
-  Chegada a Chimoré
-  Reunião com o presidente da Bolívia, Evo Morales
-  Cerimônia de assinatura de atos
-  Partida para Cochabamba
-  Chegada a Cochabamba
-  Partida para São Paulo/SP
-  Chegada a São Paulo/SP",2009
Argentina,Bariloche,27 e 28 de agosto,Host,"
-  Partida para Bariloche
-  Cegada a Bariloche
-   Reunião Extraordinária do Conselho de Chefes de Estado e de Governo da União de
 - Nações Sul-Americanas (Unasul)
-   Foto oficial
-   Almoço oferecido pela presidente da Argentina, Cristina Kirchner, e pelo presidente do
 - Equador e presidente pro tempore da Unasul, Rafael Correa, aos chefes de Estado
-   Cerimônia de assinatura de acordo de cooperação em TV Digital entre Brasil e
 - Argentina",2009
United States of America,New York and Pittsburgh,21 a 25 de setembro,Host,"

-  [New York]
-   Presidente da Exxon Mobile, Rex Tillerson, e Eike Batista
-   Jantar por ocasião da entrega do prêmio Woodrow Wilson for Public Service
-   Entrevista à imprensa esportiva internacional
-  Presidente do Governo da Espanha, José Luis Zapatero
-  Presidente da Ucrânia. Viktor Yushchenko
-   Presidente do Banco Africano de Desenvolvimento, Donald Kaberuka
-  Almoço privado
-  Primeiro-Ministro da Nova Zelândia, John Key
-   Presidente do Banco Interamericano de Desenvolvimento, Luis Alberto Moreno
-  Primeiro-Ministro da Hungria, Gordon Bejnai
-  Jantar oferecido pelo Secretário-Geral das Nações Unidas, Ban Ki-moon
-  Secretário-Geral das Nações Unidas, Ban Ki-moon
-  Abertura do debate geral da LXIV Assembléia Geral das Nações Unidas
-  Almoço privado
-   Presidente do Irã, Mahmoud Ahmadinejad
-   Jantar privado


-  [Pittsburgh]
-   Entrevista à PBS
-  Almoço privado
-   Encontro com representantes sindicais
-  Diretor-Executivo do Fundo Monetário Internacional (FMI), Paulo Nogueira Batista
-  Jantar de trabalho dos chefes de Estado e de Governo do G-20 Financeiro
-  Sessão de abertura da reunião de chefes de Estado e de Governo do G-20 Financeiro
-  Foto oficial dos chefes de Estado e de Governo do G-20 Financeiro
-  Almoço dos chefes de Estado e de Governo do G-20 Financeiro, oferecido pelo
 - Presidente dos Estados Unidos, Barack Obama
-  Segunda sessão de trabalho dos chefes de Estado e de Governo do G-20 Financeiro
-   Partida para Isla Margarita/ Venezuela
-  Chegada a Isla Margarita
 - Júnior
",2009
Venezuela,Isla Margarita,26 e 27 de setembro,Host,"
-  Cerimônia de assinatura do ato constitutivo do Banco do Sul
-   Almoço livre
-  Sessão de abertura da II Reunião dos Chefes de Estado e de Governo dos Países da
-  Foto oficial
-   Segunda  sessão  de  trabalho  dos  Chefes  de  Estado  e  de  Governo  dos  Países  da
 - América do Sul e África
 - América do Sul e África
-  Jantar em homenagem aos Chefes de Estado e de Governo da América do Sul e África
-  Sessão de encerramento da Reunião dos Chefes de Estado e de Governo dos Países da América do Sul e África
-  Almoço
-  Presidente da Venezuela, Hugo Chávez
-  Cerimônia de assinatura de atos",2009
Denmark,Copenhagen,29 e 30 de setembro,Host,"
-  Partida para Copenhague/Dinamarca
-  Chegada a Copenhague
-  Jantar oferecido pelo Comitê Olímpico Brasileiro

-  [Copenhagen]
-  Entrevista coletiva
-  Encontros bilaterais
-  Encontro com o presidente do Comitê Olímpico Internacional (COI), Jacques Rogge
-   Encontros bilaterais
-  Almoço oferecido pela Rainha da Dinamarca, Margarete II
-   Encontros bilaterais
-   Cerimônia de abertura da 121ª Sessão do Comitê Olímpico Internacional
-  Sessão de apresentação da Candidatura Rio 2016 ao Comitê Olímpico Internacional
-  Primeiro-Ministro da Dinamarca, Lars Lokke Rasmussen
-  Transmissão da votação para a escolha da cidade-sede dos Jogos Olímpicos de 2016
-   Transmissão da cerimônia de anúncio da cidade-sede dos Jogos Olímpicos de 2016
-  Entrevista coletiva a jornalistas brasileiros
-  Entrevista coletiva a radialistas esportivos brasileiros
-  Partida para Bruxelas (Bélgica)
",2009
Belgium,Brussels,"03, 04 e 05 de outubro",Host,"
-  Chegada a Bruxelas (Bélgica)
-  Chegada ao Hotel Sheraton Brussels
-  Almoço privado
-  Primeiro-Ministro da Bélgica, Hermann von Rompuy
-   Cerimônia de assinatura de atos
-   Jantar de trabalho oferecido pelo Primeiro-Ministro da Bélgica, Hermann von Rompuy
-  Massimo D’Alema
-  Encontro  com  o  Presidente  do  Senado  da  Bélgica,  Armand  de  Decker,  e  com  o
 - Presidente da Câmara dos Representantes da Bélgica, Patrick Dewael
-  Encontro com o Rei da Bélgica, Alberto II
-  Almoço oferecido pelo Rei da Bélgica, Alberto II
-   Audiência com CEOs de empresas belgas
-  Sessão de encerramento do Seminário Empresarial Brasil e Bélgica: Novas Fronteiras (COI) de Negócios
-  Partida para Estocolmo (Suécia)
-  Chegada a Estocolmo",2009
Sweden,Stockholm,06 de outubro,Host,"
-  Recebimento das recomendações da I Mesa Redonda Brasil-União Europeia
-  Reunião Plenária da III Cúpula Brasil-União Europeia
-  Almoço de trabalho
-  Conferência de imprensa
-  Foto oficial
-  Encerramento da III Cúpula Brasil-União Europeia
-  Encontro privado com o Primeiro-Ministro da Suécia, Fredrik Reinfeldt
-  Reunião ampliada com o Primeiro-Ministro da Suécia, Fredrik Reinfeldt
-  Cerimônia de assinatura de atos
-  Recepção oferecida pela ministra do Comércio Exterior da Suécia, Ewa Björling, na presença do Primeiro-Ministro da Suécia, Fredrik Reinfeldt
-  Jantar oferecido pelo Rei da Suécia, Carl Gustaf, e pela Rainha Silvia",2009
Venezuela,Caracas and El Tigre,29 e 30 de outubro,Host,"
-  Cerimônia de inauguração do Consulado-Geral do Brasil e do escritório da Caixa
 - Econômica Federal em Caracas
-  Jantar oferecido pelo presidente da Venezuela, Hugo Chávez
 - El Tigre (Venezuela)
-  Visita ao Projeto Agrário Integral Socialista José Inácio  de Abreu e Lima
-  Reunião com o presidente da Venezuela, Hugo Chávez
-  Cerimônia de assinatura de atos
-  Declaração à imprensa",2009
United Kingdom,London,"03, 04 e 05 de novembro",Host,"
-   Partida para Londres (Inglaterra)
-  Chegada a Londres
-  Presidente do grupo Arcelor Mittal, Lakshmi Mittal
-  Presidente do grupo Alcoa, Franklin Feder
-  Entrevista ao Financial Times
-  Cerimônia de inauguração do escritório do Banco Nacional de Desenvolvimento
 - Econômico e Social (BNDES) em Londres
-  Encontro com o Primeiro-Ministro do Reino Unido, Gordon Brown
-  Café da manhã com editores econômicos do Financial Time
-   Abertura do seminário ""Investing in Brazil Summit: Identifying Opportunities in the New
 - Economic Climate""
-  Apresentação do panorama econômico do Brasil pelo Ministro da Fazenda, Guido
-  Painel  sobre  oportunidades  de  investimentos,  com  participação  da  Ministra-Chefe  da
 - Casa Civil, Dilma Rousseff, e dos presidentes do Banco Nacional de Desenvolvimento
 - Econômico e Social (BNDES), Luciano Coutinho, e da Vale, Roger Agnelli
-  Painel sobre sistema financeiro, com a participação dos presidentes do Banco Central,
 - Henrique Meirelles, do Banco do Brasil, Aldemir Bendine, e do Bradesco, Luiz Carlos
 - Trabuco
-  Encerramento do seminário ""Investing in Brazil Summit: Identifying Opportunities in the
 - Mantega
 - New Economic Climate""
-  Almoço com participantes do seminário
-  Líder do Partido Conservador britânico, David Cameron
-  Encontro com a Rainha Elizabeth II
-  Cerimônia de entrega do prêmio Chatham House Banqueting House, Whitehall
-  Jantar em homenagem ao Presidente da República, Luiz Inácio Lula da Silva",2009
France,Paris,13 e 14 de novembro,Host,"
-  Partida para Paris (França)
-   Chegada a Paris (França)
-  Reunião de trabalho com o presidente da República Francesa, Nicolas Sarkozy
-  Declaração conjunta à imprensa
-   Partida para Roma (Itália)",2009
Italy,Rome,15 e 16 de novembro,Host,"
-   Entrevista ao jornal alemão “Die Zeit”
-   Ex-primeiro-ministro italiano, Massimo D'Alema
-  Reunião sobre o Desenvolvimento da Agricultura na Savana Africana
-  Sessão de abertura da Cúpula Mundial sobre Segurança Alimentar
-  Encontro com o Presidente da Comissão Europeia, José Manuel Durão Barroso
-  Almoço oferecido pelo Primeiro-Ministro da Itália, Silvio Berlusconi",2009
Portugal,Lisbon and Estoril,29 e 30 de novembro,Host,"
-   Chegada a Lisboa
 - Estoril (Portugal)
-   Sessão de abertura da XIX Reunião de Cúpula Ibero-americana de  Chefes de Estado e de Governo
-   Foto oficial
-   Almoço oferecido pelo Primeiro-Ministro de Portugal, José Sócrates, aos chefes de
 - Estado e de Governo Ibero-americanos
-   Sessão de trabalho reservada dos chefes de Estado e de Governo Ibero-americanos
 - Lisboa (Portugal)
-   Jantar oferecido pelo Presidente de Portugal, Aníbal Cavaco Silva",2009
Ukraine,Kiev,01 e 02  de dezembro,Host,"

-  [Lisbon]
-   Partida para Kiev


-  [Kiev]
-  Jantar oferecido pelo presidente da Ucrânia, Viktor Yushchenko


-  [Kiev]
-  Cerimônia de chegada ao edifício do Palácio Gorodetsky
-  Reunião privada com o presidente da Ucrânia, Viktor Yushchenko
-  Reunião ampliada entre as comitivas brasileira e ucraniana
-  Cerimônia de troca de condecorações
-  Cerimônia de assinatura de atos
-  Entrevista coletiva à imprensa
-  Almoço oficial oferecido pelo Presidente da Ucrânia, Viktor Yushchenko
-  Depósito de flores no monumento em memória às vítimas do Holodomor (Grande
 - Fome) de 1932-1933
-  Participação dos presidentes do Brasil e da Ucrânia no Fórum Empresarial
-  Reunião com a Primeira-Ministra, Yulia Tymoshenko
-   Partida para Berlim
-  Chegada a Berlim
",2009
Germany,Berlin,03 de dezembro,Host,"
-  Encontro com o Presidente da Alemanha, Horst Köhler
-  Visita ao Portão de Brandemburgo e fotografia oficial
-  Cerimônia de deposição floral no Monumento em Memória das Vítimas da Guerra e do
 - Despotismo
-  Encontro privado com a Chanceler da Alemanha, Angela Merkel Chancelaria Federal
-  Cerimônia de assinatura de atos
-  Entrevista coletiva de imprensa
-  Almoço de trabalho oferecido pela Chanceler da Alemanha, Angela Merkel
-   Audiência ao líder do SPD no Parlamento e ex-Ministro do Exterior da Alemanha,
 - Frank-Walter Steinmeier
-  Audiência à Presidente da Fundação Friedrich Ebert, Anke Fuchs
-  Audiência ao Presidente da Confederação Alemã dos Sindicatos, Michael Sommer
-  Jantar oferecido pelo Presidente da Alemanha, Horst Köhler

-  [Hamburg]
-  Partida, em trem, para Hamburgo
-  Peter Löscher, Presidente da Siemens
-  Hans-Christoph Atzpodien, Presidente do Conselho de Administração da Unidade de
 - Negócios “Sistemas Marítimos” da ThyssenKrupp AG
-  Seminário Empresarial Brasil-Alemanha
-  Encontro com o governador da cidade-estado de Hamburgo, Ole von Beust
-  Almoço oferecido pelo governador da cidade-estado de Hamburgo, Ole von Beust
",2009
Uruguay,Montevideo,07 e 08 de dezembro,Host,"
-  Partida para Montevidéu (Uruguai)
-  Chegada a Montevidéu
-  Encontro com representantes do Fórum Empresarial Mercosul-União Europeia
-  Foto comemorativa do aniversário de assinatura do Tratado de Limites Brasil-Uruguai
-  XXXVIII Reunião do Conselho do Mercado Comum
-  Foto oficial dos chefes  de Estado do Mercosul e convidados especiais",2009
Peru,Lima,10 e 11 de dezembro,Host,"
-   Chegada a Lima
-   Solenidade  de  inauguração  do  Projeto  de  Cooperação  para  Implementação  do  Liceu
 - Brasileiro-Peruano
-   Cerimônia oficial de chegada
-   Encontro privado com o Presidente do Peru, Alan García
-  Encontro ampliado
-  Encontro com integrantes do Conselho Empresarial Brasil-Peru
-  Cerimônia de assinatura de atos e coletiva de imprensa
-   Almoço oferecido pelo Presidente do Peru, Alan García
-   Cerimônia de encerramento do Seminário Empresarial Brasil-Peru
-   Encontro com o Prefeito de Lima, Luis Castañeda Lossio
-   Encontro com o líder do Partido Nacionalista Peruano, Ollanta Humala",2009
